2024-05-23 06:33:29 
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 ******* перезапуск программы *******
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 
2024-05-23 17:47:15 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:47:15 нажать закрыть в конце боя
2024-05-23 17:47:15 fun.push_close_all_
2024-05-23 17:47:16 fun.close_popup_window
2024-05-23 17:47:16 fun.push_close
2024-05-23 17:47:16 fun.move_to_click
2024-05-23 17:47:19 skip_battle1_end_ver = None
2024-05-23 17:47:19 выход из 'enemy_battle
2024-05-23 17:47:20 id_st = None
2024-05-23 17:47:20 skip_battle = None
2024-05-23 17:47:20 id_st = None
2024-05-23 17:47:20 skip_battle = None
2024-05-23 17:47:20 id_st = None
2024-05-23 17:47:21 skip_battle = None
2024-05-23 17:47:21 id_st = None
2024-05-23 17:47:21 skip_battle = None
2024-05-23 17:47:21 id_st = None
2024-05-23 17:47:22 skip_battle = None
2024-05-23 17:47:22 id_st = None
2024-05-23 17:47:22 skip_battle = None
2024-05-23 17:47:22 id_st = None
2024-05-23 17:47:23 skip_battle = None
2024-05-23 17:47:23 id_st = None
2024-05-23 17:47:23 skip_battle = None
2024-05-23 17:47:23 id_st = None
2024-05-23 17:47:23 skip_battle = None
2024-05-23 17:47:24 id_st = None
2024-05-23 17:47:24 skip_battle = None
2024-05-23 17:47:24 id_st = None
2024-05-23 17:47:24 skip_battle = None
2024-05-23 17:47:25 id_st = None
2024-05-23 17:47:25 skip_battle = None
2024-05-23 17:47:25 id_st = None
2024-05-23 17:47:25 skip_battle = None
2024-05-23 17:47:25 id_st = None
2024-05-23 17:47:26 skip_battle = None
2024-05-23 17:47:26 id_st = None
2024-05-23 17:47:26 skip_battle = None
2024-05-23 17:47:26 id_st = None
2024-05-23 17:47:27 skip_battle = None
2024-05-23 17:47:27 id_st = None
2024-05-23 17:47:27 skip_battle = None
2024-05-23 17:47:27 id_st = None
2024-05-23 17:47:27 skip_battle = None
2024-05-23 17:47:28 id_st = None
2024-05-23 17:47:28 skip_battle = None
2024-05-23 17:47:28 id_st = None
2024-05-23 17:47:28 skip_battle = None
2024-05-23 17:47:29 id_st = None
2024-05-23 17:47:29 skip_battle = None
2024-05-23 17:47:29 id_st = None
2024-05-23 17:47:29 skip_battle = None
2024-05-23 17:47:29 post = Point(x=372, y=178)
2024-05-23 17:47:30 attack = Point(x=301, y=681)
2024-05-23 17:47:30 fun.move_to_click
2024-05-23 17:47:33 id_st = None
2024-05-23 17:47:33 skip_battle = Point(x=433, y=114)
2024-05-23 17:47:34 raptor = None
2024-05-23 17:47:34 arachne = None
2024-05-23 17:47:34 krysa = None
2024-05-23 17:47:34 kiki = None
2024-05-23 17:47:34 station_master.enemy_battle
2024-05-23 17:47:34  поиск battle_end, skip_battle, dog
2024-05-23 17:47:34 dog = Point(x=80, y=619)
2024-05-23 17:47:34 нажал на собаку
2024-05-23 17:47:34 fun.move_to_click
2024-05-23 17:47:37 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:47:39 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:47:39 skip_battle = Point(x=432, y=115)
2024-05-23 17:47:39 fun.move_to_click
2024-05-23 17:47:42 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:47:43 skip_battle = Point(x=433, y=115)
2024-05-23 17:47:43 fun.move_to_click
2024-05-23 17:47:46 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:47:46 нажать закрыть в конце боя
2024-05-23 17:47:46 fun.push_close_all_
2024-05-23 17:47:47 fun.close_popup_window
2024-05-23 17:47:47 fun.push_close
2024-05-23 17:47:47 fun.move_to_click
2024-05-23 17:47:50 skip_battle1_end_ver = None
2024-05-23 17:47:50 выход из 'enemy_battle
2024-05-23 17:47:51 id_st = Point(x=431, y=686)
2024-05-23 17:47:51 ст. Боровицкая
2024-05-23 17:47:52 touring.event_gifts
2024-05-23 17:47:53 pos_gift = None
2024-05-23 17:47:53 pos_gift = None
2024-05-23 17:47:53 touring.traffic_on_the_map
2024-05-23 17:47:53 touring.to_map
2024-05-23 17:47:55 turgenev_st = None
2024-05-23 17:48:00 ev_map = 0
2024-05-23 17:48:00 pos_stan = Point(x=269, y=439), stan[1] = img/tonelli/k_Biblioteka.png
2024-05-23 17:48:00 touring.poisk
2024-05-23 17:48:01 point_poisk = Point(x=269, y=440), confidence_poisk = 0.98
2024-05-23 17:48:01 fun.move_to_click
2024-05-23 17:48:03 touring.tunnel_events
2024-05-23 17:48:04 id_st = Point(x=431, y=686)
2024-05-23 17:48:04 info = Point(x=125, y=158)
2024-05-23 17:48:04 ст. Библиотека им. Ленина
2024-05-23 17:48:05 touring.event_gifts
2024-05-23 17:48:07 pos_gift = None
2024-05-23 17:48:07 pos_gift = None
2024-05-23 17:48:07 touring.traffic_on_the_map
2024-05-23 17:48:07 touring.to_map
2024-05-23 17:48:08 turgenev_st = None
2024-05-23 17:48:13 ev_map = 0
2024-05-23 17:48:13 pos_stan = Point(x=484, y=514), stan[1] = img/tonelli/k_Kropotkin.png
2024-05-23 17:48:13 touring.poisk
2024-05-23 17:48:14 point_poisk = Point(x=484, y=515), confidence_poisk = 0.97
2024-05-23 17:48:14 fun.move_to_click
2024-05-23 17:48:16 touring.tunnel_events
2024-05-23 17:48:17 id_st = None
2024-05-23 17:48:18 info = Point(x=125, y=158)
2024-05-23 17:48:18 skip_battle = None
2024-05-23 17:48:18 id_st = None
2024-05-23 17:48:18 skip_battle = None
2024-05-23 17:48:19 id_st = None
2024-05-23 17:48:19 skip_battle = None
2024-05-23 17:48:19 id_st = None
2024-05-23 17:48:19 skip_battle = None
2024-05-23 17:48:19 id_st = None
2024-05-23 17:48:20 skip_battle = None
2024-05-23 17:48:20 id_st = None
2024-05-23 17:48:20 skip_battle = None
2024-05-23 17:48:20 id_st = None
2024-05-23 17:48:21 skip_battle = None
2024-05-23 17:48:21 id_st = None
2024-05-23 17:48:21 skip_battle = None
2024-05-23 17:48:21 id_st = None
2024-05-23 17:48:22 skip_battle = None
2024-05-23 17:48:22 id_st = None
2024-05-23 17:48:22 skip_battle = None
2024-05-23 17:48:22 id_st = None
2024-05-23 17:48:23 skip_battle = None
2024-05-23 17:48:23 id_st = None
2024-05-23 17:48:23 skip_battle = None
2024-05-23 17:48:23 id_st = None
2024-05-23 17:48:23 skip_battle = None
2024-05-23 17:48:24 id_st = None
2024-05-23 17:48:24 skip_battle = None
2024-05-23 17:48:24 id_st = None
2024-05-23 17:48:24 skip_battle = None
2024-05-23 17:48:24 id_st = None
2024-05-23 17:48:25 skip_battle = None
2024-05-23 17:48:25 id_st = None
2024-05-23 17:48:25 skip_battle = None
2024-05-23 17:48:25 id_st = None
2024-05-23 17:48:26 skip_battle = None
2024-05-23 17:48:26 id_st = None
2024-05-23 17:48:26 skip_battle = None
2024-05-23 17:48:26 id_st = None
2024-05-23 17:48:27 skip_battle = None
2024-05-23 17:48:27 id_st = None
2024-05-23 17:48:27 skip_battle = Point(x=433, y=114)
2024-05-23 17:48:27 raptor = None
2024-05-23 17:48:27 arachne = None
2024-05-23 17:48:27 krysa = Point(x=807, y=148)
2024-05-23 17:48:27 kiki = None
2024-05-23 17:48:27 station_master.enemy_battle
2024-05-23 17:48:27  поиск battle_end, skip_battle, dog
2024-05-23 17:48:28 dog = Point(x=80, y=619)
2024-05-23 17:48:28 нажал на собаку
2024-05-23 17:48:28 fun.move_to_click
2024-05-23 17:48:31 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:48:32 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:48:33 нажать закрыть в конце боя
2024-05-23 17:48:33 fun.push_close_all_
2024-05-23 17:48:33 fun.close_popup_window
2024-05-23 17:48:33 fun.push_close
2024-05-23 17:48:33 fun.move_to_click
2024-05-23 17:48:37 skip_battle1_end_ver = None
2024-05-23 17:48:37 выход из 'enemy_battle
2024-05-23 17:48:37 id_st = None
2024-05-23 17:48:37 skip_battle = None
2024-05-23 17:48:37 id_st = None
2024-05-23 17:48:37 skip_battle = None
2024-05-23 17:48:38 id_st = None
2024-05-23 17:48:38 skip_battle = None
2024-05-23 17:48:38 id_st = None
2024-05-23 17:48:38 skip_battle = None
2024-05-23 17:48:39 id_st = None
2024-05-23 17:48:39 skip_battle = None
2024-05-23 17:48:39 id_st = None
2024-05-23 17:48:39 skip_battle = None
2024-05-23 17:48:39 id_st = None
2024-05-23 17:48:40 skip_battle = None
2024-05-23 17:48:40 id_st = None
2024-05-23 17:48:40 skip_battle = None
2024-05-23 17:48:40 id_st = None
2024-05-23 17:48:41 skip_battle = None
2024-05-23 17:48:41 id_st = None
2024-05-23 17:48:41 skip_battle = None
2024-05-23 17:48:41 id_st = None
2024-05-23 17:48:42 skip_battle = None
2024-05-23 17:48:42 id_st = None
2024-05-23 17:48:42 skip_battle = None
2024-05-23 17:48:42 id_st = None
2024-05-23 17:48:42 skip_battle = None
2024-05-23 17:48:43 id_st = None
2024-05-23 17:48:43 skip_battle = None
2024-05-23 17:48:43 id_st = None
2024-05-23 17:48:43 skip_battle = None
2024-05-23 17:48:43 id_st = None
2024-05-23 17:48:44 skip_battle = None
2024-05-23 17:48:44 id_st = None
2024-05-23 17:48:44 skip_battle = None
2024-05-23 17:48:44 id_st = None
2024-05-23 17:48:45 skip_battle = None
2024-05-23 17:48:45 id_st = None
2024-05-23 17:48:45 skip_battle = None
2024-05-23 17:48:45 id_st = None
2024-05-23 17:48:46 skip_battle = None
2024-05-23 17:48:46 id_st = None
2024-05-23 17:48:46 skip_battle = None
2024-05-23 17:48:46 post = Point(x=372, y=178)
2024-05-23 17:48:47 attack = Point(x=301, y=681)
2024-05-23 17:48:47 fun.move_to_click
2024-05-23 17:48:50 id_st = None
2024-05-23 17:48:51 skip_battle = Point(x=433, y=114)
2024-05-23 17:48:52 raptor = None
2024-05-23 17:48:52 arachne = None
2024-05-23 17:48:52 krysa = None
2024-05-23 17:48:52 kiki = None
2024-05-23 17:48:52 station_master.enemy_battle
2024-05-23 17:48:52  поиск battle_end, skip_battle, dog
2024-05-23 17:48:53 dog = Point(x=80, y=619)
2024-05-23 17:48:53 нажал на собаку
2024-05-23 17:48:53 fun.move_to_click
2024-05-23 17:48:55 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:48:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:48:57 skip_battle = Point(x=432, y=115)
2024-05-23 17:48:57 fun.move_to_click
2024-05-23 17:49:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:01 skip_battle = Point(x=433, y=115)
2024-05-23 17:49:01 fun.move_to_click
2024-05-23 17:49:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:05 нажать закрыть в конце боя
2024-05-23 17:49:05 fun.push_close_all_
2024-05-23 17:49:05 fun.close_popup_window
2024-05-23 17:49:05 fun.push_close
2024-05-23 17:49:06 fun.move_to_click
2024-05-23 17:49:09 skip_battle1_end_ver = None
2024-05-23 17:49:09 выход из 'enemy_battle
2024-05-23 17:49:09 id_st = Point(x=412, y=686)
2024-05-23 17:49:09 ст. Кропоткинская
2024-05-23 17:49:10 touring.event_gifts
2024-05-23 17:49:11 pos_gift = None
2024-05-23 17:49:11 pos_gift = None
2024-05-23 17:49:11 touring.traffic_on_the_map
2024-05-23 17:49:11 touring.to_map
2024-05-23 17:49:13 turgenev_st = None
2024-05-23 17:49:18 ev_map = 0
2024-05-23 17:49:18 pos_stan = Point(x=168, y=522), stan[1] = img/tonelli/k_Park_kr.png
2024-05-23 17:49:18 touring.poisk
2024-05-23 17:49:19 point_poisk = Point(x=168, y=523), confidence_poisk = 0.99
2024-05-23 17:49:19 fun.move_to_click
2024-05-23 17:49:21 touring.tunnel_events
2024-05-23 17:49:22 id_st = None
2024-05-23 17:49:22 info = Point(x=125, y=158)
2024-05-23 17:49:22 skip_battle = None
2024-05-23 17:49:23 id_st = None
2024-05-23 17:49:23 skip_battle = None
2024-05-23 17:49:23 id_st = None
2024-05-23 17:49:23 skip_battle = None
2024-05-23 17:49:24 id_st = None
2024-05-23 17:49:24 skip_battle = None
2024-05-23 17:49:24 id_st = None
2024-05-23 17:49:24 skip_battle = None
2024-05-23 17:49:24 id_st = None
2024-05-23 17:49:25 skip_battle = None
2024-05-23 17:49:25 id_st = None
2024-05-23 17:49:25 skip_battle = None
2024-05-23 17:49:25 id_st = None
2024-05-23 17:49:26 skip_battle = None
2024-05-23 17:49:26 id_st = None
2024-05-23 17:49:26 skip_battle = None
2024-05-23 17:49:26 id_st = None
2024-05-23 17:49:27 skip_battle = None
2024-05-23 17:49:27 id_st = None
2024-05-23 17:49:27 skip_battle = None
2024-05-23 17:49:28 id_st = None
2024-05-23 17:49:29 skip_battle = None
2024-05-23 17:49:29 id_st = None
2024-05-23 17:49:30 skip_battle = None
2024-05-23 17:49:30 id_st = None
2024-05-23 17:49:30 skip_battle = None
2024-05-23 17:49:30 id_st = None
2024-05-23 17:49:31 skip_battle = None
2024-05-23 17:49:31 id_st = None
2024-05-23 17:49:31 skip_battle = None
2024-05-23 17:49:31 id_st = None
2024-05-23 17:49:32 skip_battle = None
2024-05-23 17:49:32 id_st = None
2024-05-23 17:49:32 skip_battle = Point(x=433, y=114)
2024-05-23 17:49:32 raptor = None
2024-05-23 17:49:32 arachne = Point(x=805, y=148)
2024-05-23 17:49:32 krysa = None
2024-05-23 17:49:32 kiki = None
2024-05-23 17:49:32 station_master.enemy_battle
2024-05-23 17:49:32  поиск battle_end, skip_battle, dog
2024-05-23 17:49:33 dog = Point(x=80, y=619)
2024-05-23 17:49:33 нажал на собаку
2024-05-23 17:49:33 fun.move_to_click
2024-05-23 17:49:36 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:37 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:38 skip_battle = Point(x=432, y=115)
2024-05-23 17:49:38 fun.move_to_click
2024-05-23 17:49:41 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:42 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:49:43 нажать закрыть в конце боя
2024-05-23 17:49:43 fun.push_close_all_
2024-05-23 17:49:43 fun.close_popup_window
2024-05-23 17:49:43 fun.push_close
2024-05-23 17:49:44 fun.move_to_click
2024-05-23 17:49:47 skip_battle1_end_ver = None
2024-05-23 17:49:47 выход из 'enemy_battle
2024-05-23 17:49:47 id_st = None
2024-05-23 17:49:47 skip_battle = None
2024-05-23 17:49:47 id_st = None
2024-05-23 17:49:48 skip_battle = None
2024-05-23 17:49:48 id_st = None
2024-05-23 17:49:48 skip_battle = None
2024-05-23 17:49:48 id_st = None
2024-05-23 17:49:49 skip_battle = None
2024-05-23 17:49:49 id_st = None
2024-05-23 17:49:49 skip_battle = None
2024-05-23 17:49:49 id_st = None
2024-05-23 17:49:50 skip_battle = None
2024-05-23 17:49:50 id_st = None
2024-05-23 17:49:50 skip_battle = None
2024-05-23 17:49:50 id_st = None
2024-05-23 17:49:50 skip_battle = None
2024-05-23 17:49:51 id_st = None
2024-05-23 17:49:51 skip_battle = None
2024-05-23 17:49:51 id_st = None
2024-05-23 17:49:51 skip_battle = None
2024-05-23 17:49:51 id_st = None
2024-05-23 17:49:52 skip_battle = None
2024-05-23 17:49:52 id_st = None
2024-05-23 17:49:52 skip_battle = None
2024-05-23 17:49:52 id_st = None
2024-05-23 17:49:53 skip_battle = None
2024-05-23 17:49:53 id_st = None
2024-05-23 17:49:53 skip_battle = None
2024-05-23 17:49:53 id_st = None
2024-05-23 17:49:54 skip_battle = None
2024-05-23 17:49:54 id_st = None
2024-05-23 17:49:54 skip_battle = None
2024-05-23 17:49:54 id_st = None
2024-05-23 17:49:55 skip_battle = None
2024-05-23 17:49:55 id_st = None
2024-05-23 17:49:55 skip_battle = None
2024-05-23 17:49:55 id_st = None
2024-05-23 17:49:55 skip_battle = None
2024-05-23 17:49:56 id_st = None
2024-05-23 17:49:56 skip_battle = None
2024-05-23 17:49:56 id_st = None
2024-05-23 17:49:57 skip_battle = None
2024-05-23 17:49:57 id_st = Point(x=409, y=686)
2024-05-23 17:49:57 ст. Парк культуры кр
2024-05-23 17:49:58 touring.event_gifts
2024-05-23 17:50:00 pos_gift = None
2024-05-23 17:50:00 pos_gift = None
2024-05-23 17:50:00 touring.traffic_on_the_map
2024-05-23 17:50:00 touring.to_map
2024-05-23 17:50:01 turgenev_st = None
2024-05-23 17:50:06 ev_map = 0
2024-05-23 17:50:06 pos_stan = Point(x=361, y=559), stan[1] = img/tonelli/k_Frunze.png
2024-05-23 17:50:06 touring.poisk
2024-05-23 17:50:07 point_poisk = Point(x=361, y=560), confidence_poisk = 0.98
2024-05-23 17:50:07 fun.move_to_click
2024-05-23 17:50:09 touring.tunnel_events
2024-05-23 17:50:11 id_st = None
2024-05-23 17:50:11 info = Point(x=125, y=158)
2024-05-23 17:50:11 skip_battle = None
2024-05-23 17:50:11 id_st = None
2024-05-23 17:50:11 skip_battle = None
2024-05-23 17:50:12 id_st = None
2024-05-23 17:50:12 skip_battle = None
2024-05-23 17:50:12 id_st = None
2024-05-23 17:50:12 skip_battle = None
2024-05-23 17:50:13 id_st = None
2024-05-23 17:50:13 skip_battle = None
2024-05-23 17:50:13 id_st = None
2024-05-23 17:50:13 skip_battle = None
2024-05-23 17:50:13 id_st = None
2024-05-23 17:50:14 skip_battle = None
2024-05-23 17:50:14 id_st = None
2024-05-23 17:50:14 skip_battle = None
2024-05-23 17:50:14 id_st = None
2024-05-23 17:50:15 skip_battle = None
2024-05-23 17:50:15 id_st = None
2024-05-23 17:50:15 skip_battle = None
2024-05-23 17:50:15 id_st = None
2024-05-23 17:50:16 skip_battle = None
2024-05-23 17:50:16 id_st = None
2024-05-23 17:50:16 skip_battle = None
2024-05-23 17:50:16 id_st = None
2024-05-23 17:50:16 skip_battle = None
2024-05-23 17:50:17 id_st = None
2024-05-23 17:50:17 skip_battle = None
2024-05-23 17:50:17 id_st = None
2024-05-23 17:50:17 skip_battle = None
2024-05-23 17:50:18 id_st = None
2024-05-23 17:50:18 skip_battle = None
2024-05-23 17:50:18 id_st = None
2024-05-23 17:50:18 skip_battle = None
2024-05-23 17:50:18 id_st = None
2024-05-23 17:50:19 skip_battle = None
2024-05-23 17:50:19 id_st = None
2024-05-23 17:50:19 skip_battle = None
2024-05-23 17:50:19 id_st = None
2024-05-23 17:50:20 skip_battle = None
2024-05-23 17:50:20 id_st = None
2024-05-23 17:50:20 skip_battle = Point(x=433, y=114)
2024-05-23 17:50:20 raptor = Point(x=807, y=150)
2024-05-23 17:50:20 arachne = None
2024-05-23 17:50:20 krysa = None
2024-05-23 17:50:21 kiki = None
2024-05-23 17:50:21 station_master.enemy_battle
2024-05-23 17:50:21  поиск battle_end, skip_battle, dog
2024-05-23 17:50:21 dog = Point(x=80, y=619)
2024-05-23 17:50:21 нажал на собаку
2024-05-23 17:50:21 fun.move_to_click
2024-05-23 17:50:24 ожидание battle_end, close, dog, skip_battle
2024-05-23 17:50:25 ожидание battle_end, close, dog, skip_battle
